journey_id;trip_id;journey_start_datetime;journey_start_date;journey_start_time;journey_start_lon;journey_start_lat;journey_start_insee;journey_start_postalcode;journey_start_department;journey_start_town;journey_start_towngroup;journey_start_country;journey_end_datetime;journey_end_date;journey_end_time;journey_end_lon;journey_end_lat;journey_end_insee;journey_end_postalcode;journey_end_department;journey_end_town;journey_end_towngroup;journey_end_country;passenger_seats;operator_class;journey_distance;journey_duration;has_incentive
5492402;5a280bc3-f42d-4d3b-9554-c6fe5322edb5;2022-01-01T00:00:00+01:00;2022-01-01;00:00:00;1.68;49.00;78361;78200;78;Mantes-la-Jolie (78);Ile-De-France Mobilites;France;2022-01-01T01:00:00+01:00;2022-01-01;01:00:00;2.10;49.04;95572;95310;95;Saint-Ouen-l'Aumône (95);Ile-De-France Mobilites;France;1;C;43572;64;OUI
5511504;0c1fd78a-9373-4c32-85d6-0dd327f6b641;2022-01-01T00:00:00+01:00;2022-01-01;00:00:00;2.21;48.78;92048;92190;92;Meudon (92);Ile-De-France Mobilites;France;2022-01-01T00:40:00+01:00;2022-01-01;00:40:00;1.97;48.97;78642;78480;78;Verneuil-sur-Seine (78);Ile-De-France Mobilites;France;1;C;43005;36;OUI
5511507;34a4ae31-2430-4c66-b01b-21807eca71cd;2022-01-01T00:10:00+01:00;2022-01-01;00:10:00;2.23;48.73;91312;91430;91;Igny (91);Ile-De-France Mobilites;France;2022-01-01T00:40:00+01:00;2022-01-01;00:40:00;2.33;48.83;75114;75014;75;Paris 14ème (75);Ile-De-France Mobilites;France;1;B;20379;21;OUI
5492384;2b1deb91-7a3f-4c8e-b83f-5ff2824fa560;2022-01-01T00:10:00+01:00;2022-01-01;00:10:00;2.12;48.80;78646;78000;78;Versailles (78);Ile-De-France Mobilites;France;2022-01-01T00:40:00+01:00;2022-01-01;00:40:00;2.04;48.77;78423;78180;78;Montigny-le-Bretonneux (78);Ile-De-France Mobilites;France;1;C;10054;20;OUI
5492380;dba21e7b-e2cc-44c2-a1ff-1482c57ce6b7;2022-01-01T00:20:00+01:00;2022-01-01;00:20:00;2.52;48.69;91215;91860;91;Épinay-sous-Sénart (91);Ile-De-France Mobilites;France;2022-01-01T00:20:00+01:00;2022-01-01;00:20:00;2.49;48.69;91114;91800;91;Brunoy (91);Ile-De-France Mobilites;France;1;C;2779;9;OUI
5511509;5bfd59b3-4adc-4832-84f5-376442b0ed95;2022-01-01T00:20:00+01:00;2022-01-01;00:20:00;2.32;48.70;91161;91380;91;Chilly-Mazarin (91);Ile-De-France Mobilites;France;2022-01-01T01:10:00+01:00;2022-01-01;01:10:00;1.71;48.98;78362;78711;78;Mantes-la-Ville (78);Ile-De-France Mobilites;France;1;C;70450;54;OUI
5492412;5c39c57f-6b8d-438c-ab7d-ec7ef0844cf1;2022-01-01T00:20:00+01:00;2022-01-01;00:20:00;2.27;48.99;95203;95600;95;Eaubonne (95);Ile-De-France Mobilites;France;2022-01-01T01:20:00+01:00;2022-01-01;01:20:00;1.96;48.77;78208;78990;78;Élancourt (78);Ile-De-France Mobilites;France;1;C;48253;62;OUI
5492383;c55beac5-ce56-4179-8ece-7d0e8c46bb41;2022-01-01T00:20:00+01:00;2022-01-01;00:20:00;2.36;48.81;94043;94270;94;Le Kremlin-Bicêtre (94);Ile-De-France Mobilites;France;2022-01-01T00:30:00+01:00;2022-01-01;00:30:00;2.47;48.81;94042;94340;94;Joinville-le-Pont (94);Ile-De-France Mobilites;France;1;C;9293;15;OUI
5492381;dba21e7b-e2cc-44c2-a1ff-1482c57ce6b7;2022-01-01T00:20:00+01:00;2022-01-01;00:20:00;2.52;48.69;91215;91860;91;Épinay-sous-Sénart (91);Ile-De-France Mobilites;France;2022-01-01T00:20:00+01:00;2022-01-01;00:20:00;2.49;48.69;91114;91800;91;Brunoy (91);Ile-De-France Mobilites;France;1;C;2779;9;OUI
5492385;2b1deb91-7a3f-4c8e-b83f-5ff2824fa560;2022-01-01T00:20:00+01:00;2022-01-01;00:20:00;2.12;48.80;78646;78000;78;Versailles (78);Ile-De-France Mobilites;France;2022-01-01T00:40:00+01:00;2022-01-01;00:40:00;2.04;48.77;78423;78180;78;Montigny-le-Bretonneux (78);Ile-De-France Mobilites;France;1;C;10054;20;OUI
5492389;1b7ea0fb-6956-4885-99d8-768a771f2d78;2022-01-01T00:30:00+01:00;2022-01-01;00:30:00;2.78;48.87;77111;77700;77;Chessy (77);Ile-De-France Mobilites;France;2022-01-01T00:50:00+01:00;2022-01-01;00:50:00;2.65;48.83;77468;77200;77;Torcy (77);Ile-De-France Mobilites;France;1;C;19040;24;OUI
5492388;1b7ea0fb-6956-4885-99d8-768a771f2d78;2022-01-01T00:30:00+01:00;2022-01-01;00:30:00;2.78;48.87;77111;77700;77;Chessy (77);Ile-De-France Mobilites;France;2022-01-01T00:50:00+01:00;2022-01-01;00:50:00;2.65;48.83;77468;77200;77;Torcy (77);Ile-De-France Mobilites;France;1;C;18665;21;OUI
5492407;f1121f24-e018-4330-bed8-6d698bffc3a3;2022-01-01T00:30:00+01:00;2022-01-01;00:30:00;2.19;48.97;95176;95240;95;Cormeilles-en-Parisis (95);Ile-De-France Mobilites;France;2022-01-01T00:40:00+01:00;2022-01-01;00:40:00;2.18;48.94;78586;78500;78;Sartrouville (78);Ile-De-France Mobilites;France;1;C;5759;13;OUI
5492403;130d2088-087d-48ba-817c-4ab18de45c3b;2022-01-01T00:40:00+01:00;2022-01-01;00:40:00;2.30;48.87;75108;75008;75;Paris 8ème (75);Ile-De-France Mobilites;France;2022-01-01T01:10:00+01:00;2022-01-01;01:10:00;2.24;48.95;95018;95100;95;Argenteuil (95);Ile-De-France Mobilites;France;1;C;15799;36;OUI
5497472;1bb7b3f1-1ee3-4f5a-ae5d-45d547f77839;2022-01-01T00:40:00+01:00;2022-01-01;00:40:00;2.24;48.99;95491;95130;95;Le Plessis-Bouchard (95);Ile-De-France Mobilites;France;2022-01-01T01:20:00+01:00;2022-01-01;01:20:00;2.31;48.89;75117;75017;75;Paris 17ème (75);Ile-De-France Mobilites;France;1;C;14840;33;OUI
5492404;130d2088-087d-48ba-817c-4ab18de45c3b;2022-01-01T00:40:00+01:00;2022-01-01;00:40:00;2.30;48.87;75108;75008;75;Paris 8ème (75);Ile-De-France Mobilites;France;2022-01-01T01:10:00+01:00;2022-01-01;01:10:00;2.24;48.95;95018;95100;95;Argenteuil (95);Ile-De-France Mobilites;France;1;C;15802;36;OUI
5497161;f83137e5-f98f-49ed-a4aa-d3ac7f62fbda;2022-01-01T00:40:00+01:00;2022-01-01;00:40:00;2.30;48.86;75108;75008;75;Paris 8ème (75);Ile-De-France Mobilites;France;2022-01-01T01:20:00+01:00;2022-01-01;01:20:00;2.26;48.73;91377;91300;91;Massy (91);Ile-De-France Mobilites;France;1;C;17803;41;OUI
5492405;130d2088-087d-48ba-817c-4ab18de45c3b;2022-01-01T00:40:00+01:00;2022-01-01;00:40:00;2.30;48.87;75108;75008;75;Paris 8ème (75);Ile-De-France Mobilites;France;2022-01-01T01:20:00+01:00;2022-01-01;01:20:00;2.24;48.95;95018;95100;95;Argenteuil (95);Ile-De-France Mobilites;France;1;C;15632;35;OUI
5492392;d622bd62-82e6-423b-a8ce-f29b35aa1729;2022-01-01T00:50:00+01:00;2022-01-01;00:50:00;2.24;48.94;95018;95100;95;Argenteuil (95);Ile-De-France Mobilites;France;2022-01-01T01:00:00+01:00;2022-01-01;01:00:00;2.22;48.95;95018;95100;95;Argenteuil (95);Ile-De-France Mobilites;France;1;C;2378;8;OUI
5492390;d622bd62-82e6-423b-a8ce-f29b35aa1729;2022-01-01T00:50:00+01:00;2022-01-01;00:50:00;2.24;48.94;95018;95100;95;Argenteuil (95);Ile-De-France Mobilites;France;2022-01-01T01:00:00+01:00;2022-01-01;01:00:00;2.22;48.95;95018;95100;95;Argenteuil (95);Ile-De-France Mobilites;France;1;C;2265;7;OUI
5511555;510bb2c7-a1c4-4033-a4ec-7093e58192a4;2022-01-01T00:50:00+01:00;2022-01-01;00:50:00;2.13;48.80;78646;78000;78;Versailles (78);Ile-De-France Mobilites;France;2022-01-01T01:00:00+01:00;2022-01-01;01:00:00;2.04;48.78;78423;78180;78;Montigny-le-Bretonneux (78);Ile-De-France Mobilites;France;1;C;9277;12;OUI
5511556;510bb2c7-a1c4-4033-a4ec-7093e58192a4;2022-01-01T00:50:00+01:00;2022-01-01;00:50:00;2.13;48.80;78646;78000;78;Versailles (78);Ile-De-France Mobilites;France;2022-01-01T01:00:00+01:00;2022-01-01;01:00:00;2.04;48.78;78423;78180;78;Montigny-le-Bretonneux (78);Ile-De-France Mobilites;France;1;C;9277;12;OUI
5492406;0a76c3a7-eefc-4064-9cc0-37dd8539917e;2022-01-01T00:50:00+01:00;2022-01-01;00:50:00;2.46;48.86;93048;93100;93;Montreuil (93);Ile-De-France Mobilites;France;2022-01-01T01:20:00+01:00;2022-01-01;01:20:00;2.40;48.82;94018;94220;94;Charenton-le-Pont (94);Ile-De-France Mobilites;France;1;C;16452;23;OUI
5497478;33894538-d8e1-4281-96f2-638c0a189921;2022-01-01T00:50:00+01:00;2022-01-01;00:50:00;2.36;48.97;95585;95200;95;Sarcelles (95);Ile-De-France Mobilites;France;2022-01-01T01:00:00+01:00;2022-01-01;01:00:00;2.38;49.00;95680;95400;95;Villiers-le-Bel (95);Ile-De-France Mobilites;France;1;C;4034;12;OUI
5492391;d622bd62-82e6-423b-a8ce-f29b35aa1729;2022-01-01T00:50:00+01:00;2022-01-01;00:50:00;2.24;48.94;95018;95100;95;Argenteuil (95);Ile-De-France Mobilites;France;2022-01-01T01:00:00+01:00;2022-01-01;01:00:00;2.22;48.95;95018;95100;95;Argenteuil (95);Ile-De-France Mobilites;France;1;C;2265;7;OUI
5492393;55db5e00-82c7-4549-85dc-d26e1500d6ec;2022-01-01T00:50:00+01:00;2022-01-01;00:50:00;2.36;48.97;95585;95200;95;Sarcelles (95);Ile-De-France Mobilites;France;2022-01-01T01:00:00+01:00;2022-01-01;01:00:00;2.38;49.00;95680;95400;95;Villiers-le-Bel (95);Ile-De-France Mobilites;France;1;C;4204;10;OUI
5497469;1bb7b3f1-1ee3-4f5a-ae5d-45d547f77839;2022-01-01T00:50:00+01:00;2022-01-01;00:50:00;2.23;48.99;95491;95130;95;Le Plessis-Bouchard (95);Ile-De-France Mobilites;France;2022-01-01T01:20:00+01:00;2022-01-01;01:20:00;2.31;48.89;75117;75017;75;Paris 17ème (75);Ile-De-France Mobilites;France;1;C;15621;35;OUI
5492420;132ff153-0aac-4af8-97bf-29417ff97e7f;2022-01-01T01:00:00+01:00;2022-01-01;01:00:00;2.37;48.72;94077;94290;94;Villeneuve-le-Roi (94);Ile-De-France Mobilites;France;2022-01-01T01:40:00+01:00;2022-01-01;01:40:00;2.52;48.78;94055;94490;94;Ormesson-sur-Marne (94);Ile-De-France Mobilites;France;1;C;24475;43;OUI
5492426;1e5ef35a-d471-4e78-9950-4e3e440d7fb0;2022-01-01T01:00:00+01:00;2022-01-01;01:00:00;2.32;48.84;75115;75015;75;Paris 15ème (75);Ile-De-France Mobilites;France;2022-01-01T02:00:00+01:00;2022-01-01;02:00:00;1.96;48.92;78466;78630;78;Orgeval (78);Ile-De-France Mobilites;France;1;C;36712;57;OUI
5497476;107a613c-b5dc-4b57-b970-24fa5be533c3;2022-01-01T01:00:00+01:00;2022-01-01;01:00:00;2.24;48.93;95018;95100;95;Argenteuil (95);Ile-De-France Mobilites;France;2022-01-01T01:40:00+01:00;2022-01-01;01:40:00;2.03;48.94;78123;78570;78;Carrières-sous-Poissy (78);Ile-De-France Mobilites;France;1;C;17364;36;OUI
5511550;45a08c2d-1bbb-4116-80f7-9a253c09d35b;2022-01-01T01:00:00+01:00;2022-01-01;01:00:00;2.28;48.92;92004;92600;92;Asnières-sur-Seine (92);Ile-De-France Mobilites;France;2022-01-01T01:20:00+01:00;2022-01-01;01:20:00;2.23;48.98;95252;95130;95;Franconville (95);Ile-De-France Mobilites;France;1;C;11206;11;OUI
5511554;45a08c2d-1bbb-4116-80f7-9a253c09d35b;2022-01-01T01:00:00+01:00;2022-01-01;01:00:00;2.28;48.92;92004;92600;92;Asnières-sur-Seine (92);Ile-De-France Mobilites;France;2022-01-01T01:20:00+01:00;2022-01-01;01:20:00;2.23;48.98;95252;95130;95;Franconville (95);Ile-De-France Mobilites;France;1;C;11206;11;OUI
5511553;45a08c2d-1bbb-4116-80f7-9a253c09d35b;2022-01-01T01:00:00+01:00;2022-01-01;01:00:00;2.28;48.92;92004;92600;92;Asnières-sur-Seine (92);Ile-De-France Mobilites;France;2022-01-01T01:20:00+01:00;2022-01-01;01:20:00;2.23;48.98;95252;95130;95;Franconville (95);Ile-De-France Mobilites;France;1;C;11206;11;OUI
5497470;ed8a8308-0c68-41fc-9006-2c3846d9e47d;2022-01-01T01:00:00+01:00;2022-01-01;01:00:00;2.24;48.94;95018;95100;95;Argenteuil (95);Ile-De-France Mobilites;France;2022-01-01T01:20:00+01:00;2022-01-01;01:20:00;2.16;48.93;78586;78500;78;Sartrouville (78);Ile-De-France Mobilites;France;1;C;7695;20;OUI
5511552;76203712-9127-4129-8c5b-8f71d43d50d1;2022-01-01T01:00:00+01:00;2022-01-01;01:00:00;2.77;48.87;77111;77700;77;Chessy (77);Ile-De-France Mobilites;France;2022-01-01T01:30:00+01:00;2022-01-01;01:30:00;2.49;48.82;94017;94500;94;Champigny-sur-Marne (94);Ile-De-France Mobilites;France;1;B;27281;22;OUI
5500661;ea83c596-8d3a-430c-9268-2476d9516f01;2022-01-01T01:00:00+01:00;2022-01-01;01:00:00;2.36;48.83;75113;75013;75;Paris 13ème (75);Ile-De-France Mobilites;France;2022-01-01T01:40:00+01:00;2022-01-01;01:40:00;2.51;48.70;91114;91800;91;Brunoy (91);Ile-De-France Mobilites;France;1;C;23794;40;OUI
5492417;a41d2fbe-19fa-4309-b89a-31062e4ba4f9;2022-01-01T01:10:00+01:00;2022-01-01;01:10:00;2.28;48.91;92004;92600;92;Asnières-sur-Seine (92);Ile-De-France Mobilites;France;2022-01-01T01:30:00+01:00;2022-01-01;01:30:00;2.24;48.98;95252;95130;95;Franconville (95);Ile-De-France Mobilites;France;1;C;13014;24;OUI
5492418;3dd020f2-3862-4660-9f7e-52192f7c29d5;2022-01-01T01:10:00+01:00;2022-01-01;01:10:00;2.50;48.60;91573;91280;91;Saint-Pierre-du-Perray (91);Ile-De-France Mobilites;France;2022-01-01T01:40:00+01:00;2022-01-01;01:40:00;2.35;48.67;91687;91170;91;Viry-Châtillon (91);Ile-De-France Mobilites;France;1;C;16819;29;OUI
5492427;0c9b209e-d652-4195-94e3-7f69cfe787d4;2022-01-01T01:10:00+01:00;2022-01-01;01:10:00;1.93;49.66;60286;60210;60;Grandvilliers (60);;France;2022-01-01T02:00:00+01:00;2022-01-01;02:00:00;2.09;49.43;60057;60000;60;Beauvais (60);Communaute D'Agglomeration Du Beauvaisis;France;1;C;31165;45;OUI
5492428;0c9b209e-d652-4195-94e3-7f69cfe787d4;2022-01-01T01:10:00+01:00;2022-01-01;01:10:00;1.93;49.66;60286;60210;60;Grandvilliers (60);;France;2022-01-01T02:00:00+01:00;2022-01-01;02:00:00;2.09;49.43;60057;60000;60;Beauvais (60);Communaute D'Agglomeration Du Beauvaisis;France;1;C;31165;45;OUI
5500658;f0f58e64-9050-41aa-920d-9059b748f3db;2022-01-01T01:10:00+01:00;2022-01-01;01:10:00;2.28;48.92;92004;92600;92;Asnières-sur-Seine (92);Ile-De-France Mobilites;France;2022-01-01T01:30:00+01:00;2022-01-01;01:30:00;2.23;48.98;95252;95130;95;Franconville (95);Ile-De-France Mobilites;France;1;C;10950;19;OUI
5500659;f0f58e64-9050-41aa-920d-9059b748f3db;2022-01-01T01:10:00+01:00;2022-01-01;01:10:00;2.28;48.92;92004;92600;92;Asnières-sur-Seine (92);Ile-De-France Mobilites;France;2022-01-01T01:30:00+01:00;2022-01-01;01:30:00;2.23;48.98;95252;95130;95;Franconville (95);Ile-De-France Mobilites;France;1;C;10950;19;OUI
5500660;ea83c596-8d3a-430c-9268-2476d9516f01;2022-01-01T01:10:00+01:00;2022-01-01;01:10:00;2.36;48.83;75113;75013;75;Paris 13ème (75);Ile-De-France Mobilites;France;2022-01-01T01:50:00+01:00;2022-01-01;01:50:00;2.51;48.70;91114;91800;91;Brunoy (91);Ile-De-France Mobilites;France;1;C;23794;40;OUI
5492416;a41d2fbe-19fa-4309-b89a-31062e4ba4f9;2022-01-01T01:10:00+01:00;2022-01-01;01:10:00;2.28;48.91;92004;92600;92;Asnières-sur-Seine (92);Ile-De-France Mobilites;France;2022-01-01T01:30:00+01:00;2022-01-01;01:30:00;2.24;48.98;95252;95130;95;Franconville (95);Ile-De-France Mobilites;France;1;C;13014;24;OUI
5492413;f1121f24-e018-4330-bed8-6d698bffc3a3;2022-01-01T01:10:00+01:00;2022-01-01;01:10:00;2.19;48.97;95176;95240;95;Cormeilles-en-Parisis (95);Ile-De-France Mobilites;France;2022-01-01T01:30:00+01:00;2022-01-01;01:30:00;2.18;48.94;78586;78500;78;Sartrouville (78);Ile-De-France Mobilites;France;1;C;5759;13;OUI
5492414;6729c553-79fd-4a41-bb08-9a23377b554b;2022-01-01T01:20:00+01:00;2022-01-01;01:20:00;2.28;48.96;95555;95210;95;Saint-Gratien (95);Ile-De-France Mobilites;France;2022-01-01T01:30:00+01:00;2022-01-01;01:30:00;2.31;48.97;95428;95160;95;Montmorency (95);Ile-De-France Mobilites;France;1;C;3117;13;OUI
5492419;20ee74f7-d461-440f-b6d3-834636b79130;2022-01-01T01:20:00+01:00;2022-01-01;01:20:00;2.39;48.92;93027;93120;93;La Courneuve (93);Ile-De-France Mobilites;France;2022-01-01T01:40:00+01:00;2022-01-01;01:40:00;2.43;48.88;93063;93230;93;Romainville (93);Ile-De-France Mobilites;France;1;C;9496;18;OUI
5492443;ca5af590-f596-48b6-a891-95c6b0c537ed;2022-01-01T01:20:00+01:00;2022-01-01;01:20:00;2.38;48.97;95585;95200;95;Sarcelles (95);Ile-De-France Mobilites;France;2022-01-01T02:00:00+01:00;2022-01-01;02:00:00;2.26;49.15;60139;60230;60;Chambly (60);Communauté de Commune Thelloise;France;1;C;27060;36;OUI
5492451;1e80cb26-7690-43b6-b456-c6d200025ddf;2022-01-01T01:20:00+01:00;2022-01-01;01:20:00;2.26;48.81;92040;92130;92;Issy-les-Moulineaux (92);Ile-De-France Mobilites;France;2022-01-01T02:20:00+01:00;2022-01-01;02:20:00;2.30;48.60;91103;91220;91;Brétigny-sur-Orge (91);Ile-De-France Mobilites;France;1;C;36756;55;OUI
5500663;a1c22cb5-908a-4e28-8499-c5b85630ac08;2022-01-01T01:20:00+01:00;2022-01-01;01:20:00;2.02;48.52;91200;91410;91;Dourdan (91);Ile-De-France Mobilites;France;2022-01-01T02:00:00+01:00;2022-01-01;02:00:00;2.27;48.59;91552;91180;91;Saint-Germain-lès-Arpajon (91);Ile-De-France Mobilites;France;1;C;22780;37;OUI
5511551;5b83f561-9d12-4a44-8ccd-bf70456b8262;2022-01-01T01:20:00+01:00;2022-01-01;01:20:00;2.39;48.97;95268;95140;95;Garges-lès-Gonesse (95);Ile-De-France Mobilites;France;2022-01-01T01:30:00+01:00;2022-01-01;01:30:00;2.34;49.03;95229;95460;95;Ézanville (95);Ile-De-France Mobilites;France;1;C;8657;9;OUI
5492450;8fa8141a-20cc-418f-8fc9-dbeb88969184;2022-01-01T01:20:00+01:00;2022-01-01;01:20:00;2.26;48.81;92040;92130;92;Issy-les-Moulineaux (92);Ile-De-France Mobilites;France;2022-01-01T02:20:00+01:00;2022-01-01;02:20:00;2.30;48.60;91103;91220;91;Brétigny-sur-Orge (91);Ile-De-France Mobilites;France;1;C;36752;55;OUI
5493460;2a059590-81f7-4881-aba0-13c3e160af41;2022-01-01T01:20:00+01:00;2022-01-01;01:20:00;2.15;48.98;95306;95220;95;Herblay (95);Ile-De-France Mobilites;France;2022-01-01T02:30:00+01:00;2022-01-01;02:30:00;1.70;48.91;78677;78930;78;Villette (78);Ile-De-France Mobilites;France;1;C;49341;75;OUI
5492415;6729c553-79fd-4a41-bb08-9a23377b554b;2022-01-01T01:20:00+01:00;2022-01-01;01:20:00;2.28;48.96;95555;95210;95;Saint-Gratien (95);Ile-De-France Mobilites;France;2022-01-01T01:30:00+01:00;2022-01-01;01:30:00;2.31;48.97;95428;95160;95;Montmorency (95);Ile-De-France Mobilites;France;1;C;3299;14;OUI
5492421;d622bd62-82e6-423b-a8ce-f29b35aa1729;2022-01-01T01:30:00+01:00;2022-01-01;01:30:00;2.24;48.94;95018;95100;95;Argenteuil (95);Ile-De-France Mobilites;France;2022-01-01T01:40:00+01:00;2022-01-01;01:40:00;2.22;48.95;95018;95100;95;Argenteuil (95);Ile-De-France Mobilites;France;1;C;2265;7;OUI
5492422;d622bd62-82e6-423b-a8ce-f29b35aa1729;2022-01-01T01:30:00+01:00;2022-01-01;01:30:00;2.24;48.94;95018;95100;95;Argenteuil (95);Ile-De-France Mobilites;France;2022-01-01T01:40:00+01:00;2022-01-01;01:40:00;2.22;48.95;95018;95100;95;Argenteuil (95);Ile-De-France Mobilites;France;1;C;2379;8;OUI
5492425;7b2313d2-be79-448c-b31a-9ec774d9f155;2022-01-01T01:30:00+01:00;2022-01-01;01:30:00;2.41;48.96;95268;95140;95;Garges-lès-Gonesse (95);Ile-De-France Mobilites;France;2022-01-01T01:50:00+01:00;2022-01-01;01:50:00;2.37;49.00;95585;95200;95;Sarcelles (95);Ile-De-France Mobilites;France;1;C;7045;22;OUI
5492449;7a1b846a-dff0-43d0-ba4d-9209d387c573;2022-01-01T01:30:00+01:00;2022-01-01;01:30:00;2.34;48.77;94038;94240;94;L'Haÿ-les-Roses (94);Ile-De-France Mobilites;France;2022-01-01T02:20:00+01:00;2022-01-01;02:20:00;2.48;48.89;93010;93140;93;Bondy (93);Ile-De-France Mobilites;France;1;C;21207;41;OUI
5492454;93de6b41-6d5e-4a5f-a6fb-ce4531d17f82;2022-01-01T01:30:00+01:00;2022-01-01;01:30:00;2.78;48.86;77111;77700;77;Chessy (77);Ile-De-France Mobilites;France;2022-01-01T02:30:00+01:00;2022-01-01;02:30:00;3.20;48.73;77113;77320;77;Chevru (77);Ile-De-France Mobilites;France;1;C;47314;60;OUI
5500666;87d8345b-3f27-4589-a6c1-dd622097bf5e;2022-01-01T01:30:00+01:00;2022-01-01;01:30:00;2.78;48.86;77132;77700;77;Coupvray (77);Ile-De-France Mobilites;France;2022-01-01T02:20:00+01:00;2022-01-01;02:20:00;3.19;48.73;77113;77320;77;Chevru (77);Ile-De-France Mobilites;France;1;C;41846;52;OUI
5492447;7a1b846a-dff0-43d0-ba4d-9209d387c573;2022-01-01T01:30:00+01:00;2022-01-01;01:30:00;2.34;48.77;94038;94240;94;L'Haÿ-les-Roses (94);Ile-De-France Mobilites;France;2022-01-01T02:10:00+01:00;2022-01-01;02:10:00;2.48;48.89;93010;93140;93;Bondy (93);Ile-De-France Mobilites;France;1;C;21207;41;OUI
5500664;1e466e08-f371-4156-82d0-d9c5ed74bf57;2022-01-01T01:30:00+01:00;2022-01-01;01:30:00;2.45;48.74;94078;94190;94;Villeneuve-Saint-Georges (94);Ile-De-France Mobilites;France;2022-01-01T01:40:00+01:00;2022-01-01;01:40:00;2.43;48.72;94077;94290;94;Villeneuve-le-Roi (94);Ile-De-France Mobilites;France;1;C;3205;9;OUI
5500662;cb35166a-ce83-4c32-a8a9-8dc420991897;2022-01-01T01:30:00+01:00;2022-01-01;01:30:00;2.28;48.97;95555;95210;95;Saint-Gratien (95);Ile-De-France Mobilites;France;2022-01-01T01:30:00+01:00;2022-01-01;01:30:00;2.30;48.97;95210;95880;95;Enghien-les-Bains (95);Ile-De-France Mobilites;France;1;C;2187;7;OUI
5492448;7a1b846a-dff0-43d0-ba4d-9209d387c573;2022-01-01T01:30:00+01:00;2022-01-01;01:30:00;2.34;48.77;94038;94240;94;L'Haÿ-les-Roses (94);Ile-De-France Mobilites;France;2022-01-01T02:10:00+01:00;2022-01-01;02:10:00;2.48;48.89;93010;93140;93;Bondy (93);Ile-De-France Mobilites;France;1;C;21207;41;OUI
5500665;1c1b6220-3483-4666-9f51-e5ae9d24ffd0;2022-01-01T01:30:00+01:00;2022-01-01;01:30:00;2.39;48.97;95268;95140;95;Garges-lès-Gonesse (95);Ile-De-France Mobilites;France;2022-01-01T02:00:00+01:00;2022-01-01;02:00:00;2.48;48.90;93010;93140;93;Bondy (93);Ile-De-France Mobilites;France;1;C;12550;35;OUI
5500638;494a8149-2051-4a25-b39b-18eb4c9e57e6;2022-01-01T01:30:00+01:00;2022-01-01;01:30:00;2.39;48.97;95585;95200;95;Sarcelles (95);Ile-De-France Mobilites;France;2022-01-01T02:00:00+01:00;2022-01-01;02:00:00;2.26;49.15;95487;95340;95;Persan (95);Ile-De-France Mobilites;France;1;C;26055;35;OUI
5492424;c6b526f3-4234-4c60-a1d1-e490ca87a943;2022-01-01T01:40:00+01:00;2022-01-01;01:40:00;2.43;48.72;94001;94480;94;Ablon-sur-Seine (94);Ile-De-France Mobilites;France;2022-01-01T01:50:00+01:00;2022-01-01;01:50:00;2.38;48.69;91326;91260;91;Juvisy-sur-Orge (91);Ile-De-France Mobilites;France;1;C;5356;11;OUI
5500667;2011c88c-a7a9-4169-a900-0e027e1cc2e5;2022-01-01T01:40:00+01:00;2022-01-01;01:40:00;2.52;48.90;93062;93340;93;Le Raincy (93);Ile-De-France Mobilites;France;2022-01-01T02:40:00+01:00;2022-01-01;02:40:00;2.30;48.64;91570;91240;91;Saint-Michel-sur-Orge (91);Ile-De-France Mobilites;France;1;C;42393;58;OUI
5492423;d622bd62-82e6-423b-a8ce-f29b35aa1729;2022-01-01T01:40:00+01:00;2022-01-01;01:40:00;2.24;48.94;95018;95100;95;Argenteuil (95);Ile-De-France Mobilites;France;2022-01-01T01:40:00+01:00;2022-01-01;01:40:00;2.22;48.95;95018;95100;95;Argenteuil (95);Ile-De-France Mobilites;France;1;C;2265;7;OUI
5492455;737940ff-48f0-4927-b31e-588159c9ff8d;2022-01-01T01:50:00+01:00;2022-01-01;01:50:00;2.12;48.69;91272;91190;91;Gif-sur-Yvette (91);Ile-De-France Mobilites;France;2022-01-01T02:30:00+01:00;2022-01-01;02:30:00;2.33;48.64;91549;91700;91;Sainte-Geneviève-des-Bois (91);Ile-De-France Mobilites;France;1;B;26286;35;OUI
5500670;0f8ea6cc-4cc5-4538-9c5b-d1221b829a4f;2022-01-01T01:50:00+01:00;2022-01-01;01:50:00;2.26;48.68;91587;91160;91;Saulx-les-Chartreux (91);Ile-De-France Mobilites;France;2022-01-01T02:00:00+01:00;2022-01-01;02:00:00;2.27;48.66;91665;91620;91;La Ville-du-Bois (91);Ile-De-France Mobilites;France;1;C;4710;9;OUI
5500668;fd4738da-967d-48a0-8e07-504c98fa09d8;2022-01-01T01:50:00+01:00;2022-01-01;01:50:00;2.17;48.88;92063;92500;92;Rueil-Malmaison (92);Ile-De-France Mobilites;France;2022-01-01T02:30:00+01:00;2022-01-01;02:30:00;2.26;48.72;91377;91300;91;Massy (91);Ile-De-France Mobilites;France;1;C;25323;40;OUI
5500671;50020284-fd00-49dd-8dcf-508038975815;2022-01-01T01:50:00+01:00;2022-01-01;01:50:00;2.22;48.73;91312;91430;91;Igny (91);Ile-De-France Mobilites;France;2022-01-01T02:10:00+01:00;2022-01-01;02:10:00;2.29;48.73;91377;91300;91;Massy (91);Ile-De-France Mobilites;France;1;C;6870;19;OUI
